Name,Type,S,G,S R,M S,H S,T S,G S,H L,T L,P,Diet
e2,Herbivore,Male,0.51,32.01,27.54,1.8,1.66,2.66,0.56,0.44,1.24,0.03
e2,Herbivore,Female,0.19,76.14,34.39,2.54,2.76,2.66,0.56,0.44,1.24,0.03
g2,Herbivore,Male,0.51,32.01,27.54,2,1.66,2.66,0.56,0.44,1.24,0.03
b2,Herbivore,Female,0.19,76.14,34.39,2.54,1.66,2.66,0.17,0.44,0.85,0.03
f2,Herbivore,Male,0.6,29.48,38.33,2.54,1.66,2.66,0.17,0.44,1.24,0.03
i2,Herbivore,Male,0.51,32.01,34.39,2.54,2.18,2.66,0.17,0.44,0.85,0.03
f2,Herbivore,Male,0.51,32.01,19.18,1.89,2.2,1.8,0.56,0.12,1.24,0.03
d2,Herbivore,Female,0.32,32.01,19.18,1.89,2.2,0.82,0.61,0.12,0.58,0.03
g3,Herbivore,Male,0.51,76.14,34.39,2.54,2.76,2.66,0.56,0.44,1.85,0.03
j2,Herbivore,Female,0.32,32.01,35.75,1.89,1.66,2.66,0.17,0.44,0.7,0.03
h2,Herbivore,Female,0.07,32.01,35.75,1.89,1.66,2.66,0.17,0.44,1.98,0.03
c2,Herbivore,Female,0.07,32.01,19.39,1.89,2.21,2.66,0.17,0.18,0.85,0.03
f2,Herbivore,Male,0.91,76.14,34.39,2.27,2.76,1.91,0.56,0.44,1.85,0.03
e2,Herbivore,Male,0.91,76.14,18.22,2.54,1.66,2.66,0.17,0.12,0.85,0.03
i3,Herbivore,Female,0.09,76.14,34.39,1.22,2.76,2.66,0.56,0.5,1.24,0.03
e6,Herbivore,Female,0.47,81.14,49.24,1.89,2.2,1.23,0.67,0.44,0.85,0.03
d2,Herbivore,Female,0.19,79.18,34.39,1.22,2.76,2.66,0.17,0.5,1.24,0.03
h2,Herbivore,Male,0.91,76.14,18.22,2.54,1.24,2.66,0.56,0.5,1.24,0.03
f6,Herbivore,Female,0.47,81.14,26.3,1.22,2.76,2.66,0.56,0.5,1.24,0.03
h2,Herbivore,Male,0.6,31.58,35.92,2.54,1.66,2.68,0.56,0.31,1.24,0.03
i2,Herbivore,Female,0.33,76.14,34.39,1.22,2.76,2.66,0.56,0.5,1.24,0.03
f2,Herbivore,Female,0.19,14,34.39,1.22,2.76,2.66,0.31,0.5,1.24,0.03
i3,Herbivore,Female,0.09,76.14,34.39,1.43,2.76,0.55,0.56,0.5,1.42,0.03
c2,Herbivore,Female,0.19,34.9,34.39,1.22,2.76,0.55,0.56,0.33,1.42,0.03
e2,Herbivore,Female,0.33,76.14,34.39,1.43,2.76,0.55,0.56,0.5,1.64,0.03
d2,Herbivore,Female,0.19,34.9,34.39,1.43,2.76,0.55,0.56,0.5,1.42,0.03
e2,Herbivore,Female,0.19,34.9,34.39,1.43,2.76,0.55,0.56,0.5,1.42,0.03
g3,Herbivore,Female,0.09,76.14,34.39,1.91,2.76,0.55,0.56,0.5,1.53,0.03
d2,Herbivore,Female,0.33,76.14,39.98,1.77,2.66,0.55,0.56,0.5,0.87,0.03
d2,Herbivore,Female,0.33,76.14,39.98,1.77,2.3,0.55,0.14,0.5,1.42,0.03
b2,Herbivore,Female,0.19,34.9,37.01,1.43,2.08,0.55,0.56,0.5,1.42,0.03
f2,Herbivore,Female,0.33,76.14,39.98,1.77,2.3,0.55,0.56,0.5,1.53,0.03
e6,Herbivore,Female,0.47,81.14,26.3,1.22,2.76,0.9,0.56,0.5,1.48,0.03
d2,Herbivore,Male,0.84,13.96,39.98,1.77,1.31,0.55,0.67,0.5,1.53,0.03
i2,Herbivore,Male,0.84,16.27,27.9,2.91,1.31,0.55,0.56,0.5,1.42,0.03
g6,Herbivore,Female,0.47,81.14,34.39,2.54,1.66,2.68,0.56,0.2,2,0.03
j3,Herbivore,Male,0.93,76.14,34.39,1.91,2.76,1.27,0.56,0.31,1.24,0.03
j2,Herbivore,Male,0.84,16.27,27.9,2.91,1.51,0.55,0.56,0.5,1.42,0.03
f2,Herbivore,Male,0.84,16.27,27.9,2.91,1.51,0.55,0.45,0.5,1.42,0.03
f6,Herbivore,Female,0.47,81.14,34.39,2.54,1.66,2.68,0.56,0.2,1.24,0.03
e2,Herbivore,Female,0.08,34.9,37.01,1.43,2.08,0.55,0.56,0.5,1.42,0.03
h2,Herbivore,Female,0.08,73.11,14.97,2.64,2.08,0.55,0.56,0.41,1.24,0.03
d2,Herbivore,Female,0.08,73.11,14.97,2.64,2.08,0.55,0.56,0.31,1.24,0.03
h2,Herbivore,Female,0.08,73.11,14.97,2.64,2.08,1.27,0.56,0.31,1.24,0.03
g2,Herbivore,Female,0.19,34.9,37.01,1.43,2.08,0.55,0.56,0.5,1.42,0.03
c2,Herbivore,Female,0.08,56.61,14.97,2.16,2.66,1.27,0.56,0.31,1.24,0.03
g2,Herbivore,Female,0.08,56.61,14.97,2.16,2.66,2.68,0.56,0.31,1.24,0.03
c3,Herbivore,Male,0.58,59.62,34.39,2.54,2.8,1.27,0.56,0.46,1.24,0.03
b2,Herbivore,Female,0.19,34.9,37.01,1.43,2.08,0.92,0.56,0.31,1.81,0.03
e6,Herbivore,Female,0.47,81.14,34.39,2.54,1.66,2.68,0.56,0.31,1.81,0.03
h2,Herbivore,Male,0.6,31.58,35.92,1.5,1.66,2.68,0.56,0.31,1.32,0.03
c2,Herbivore,Female,0.19,34.9,37.01,1.43,2.08,0.92,0.56,0.31,1.81,0.03
e2,Herbivore,Female,0.19,34.9,37.01,1.05,2.08,0.92,0.56,0.31,1.24,0.03
d2,Herbivore,Male,0.93,76.14,9.48,1.91,2.76,1.27,0.56,0.31,1.24,0.03
i2,Herbivore,Male,0.93,13.38,9.48,1.91,2.76,1.27,0.56,0.31,1.24,0.03
d6,Herbivore,Female,0.47,81.14,42.2,2.54,2.08,1.12,0.56,0.31,1.24,0.03
f2,Herbivore,Male,0.6,31.58,35.92,1.5,2.08,0.92,0.23,0.31,0.65,0.03
f6,Herbivore,Female,0.47,12.54,42.2,2.54,1.95,0.92,0.56,0.31,2,0.03
g3,Herbivore,Male,0.93,76.14,34.39,1.91,2.76,1.27,0.56,0.31,1.24,0.03
j2,Herbivore,Male,0.93,13.38,9.48,1.91,2.76,1.27,0.56,0.36,1.24,0.03
f2,Herbivore,Female,0.4,13.38,9.48,1.05,2.08,0.92,0.56,0.31,1.62,0.03
f6,Herbivore,Female,0.47,12.54,42.2,2.54,2.8,1.27,0.56,0.46,1.5,0.03
i3,Herbivore,Male,0.93,51.65,34.39,1.91,2.76,1.27,0.56,0.31,1.24,0.03
d2,Herbivore,Female,0.19,34.9,37.01,1.05,2.08,0.92,0.56,0.31,1.98,0.03
e2,Herbivore,Male,0.95,13.38,35.92,1.5,2.08,0.92,0.23,0.31,1.14,0.03
e6,Herbivore,Female,0.47,31.58,35.92,1.5,2.08,0.92,0.5,0.31,0.65,0.03
i2,Herbivore,Female,0.19,34.9,37.01,1.05,2.08,0.92,0.38,0.7,1.98,0.03
e2,Herbivore,Male,0.74,34.9,37.01,1.05,2.08,1.07,0.38,0.7,1.98,0.03
d2,Herbivore,Male,0.74,34.9,37.01,2.54,1.65,1.27,0.56,0.46,1.24,0.03
e2,Herbivore,Female,0.19,34.9,35.59,1.05,2.08,1.27,0.56,0.31,1.24,0.03
g2,Herbivore,Male,0.74,34.9,35.92,1.5,2.08,0.92,0.62,0.31,0.65,0.03
b2,Herbivore,Female,0.19,34.9,35.59,1.05,2.08,1.27,0.56,0.31,1.24,0.03
c3,Herbivore,Male,0.58,59.62,34.39,2.54,1.45,1.27,0.56,0.46,1.54,0.03
c2,Herbivore,Male,0.74,59.62,34.39,1.52,1.45,1.27,0.56,0.46,1.54,0.03
e2,Herbivore,Male,0.74,59.62,34.39,1.52,1.45,1.27,0.56,0.69,1.54,0.03
f6,Herbivore,Female,0.5,31.58,35.92,1.5,2.08,0.92,0.23,0.31,0.65,0.03
d2,Herbivore,Female,0.19,62.91,35.59,2.27,2.13,1.27,0.56,0.31,1.24,0.03
f6,Herbivore,Female,0.5,31.58,35.92,1.5,2.08,1.27,0.56,0.31,1.24,0.03
d2,Herbivore,Female,0.45,34.9,35.59,1.05,2.08,1.27,0.21,0.31,1.24,0.03
h6,Herbivore,Female,0.45,34.9,40.63,1.05,2.08,1.18,0.21,0.31,1.24,0.03
j2,Herbivore,Female,0.19,24.89,35.59,1.25,2.13,1.27,0.56,0.31,1.24,0.03
f6,Herbivore,Female,0.45,34.9,40.63,1.05,2.76,1.27,0.56,0.31,1.24,0.03
c2,Herbivore,Female,0.45,34.9,16.41,1.05,1.45,1.27,0.56,0.46,1.54,0.03
j3,Herbivore,Male,0.93,51.65,34.39,1.91,2.76,2.23,0.56,0.31,1.24,0.03
g3,Herbivore,Male,0.93,51.65,16.84,1.18,2.76,2.23,0.62,0.46,1.54,0.03
i2,Herbivore,Female,0.19,57.57,34.39,2.54,1.45,1.27,0.56,0.46,1.54,0.03
f2,Herbivore,Female,0.19,60.41,34.39,2.54,1.45,1.27,0.56,0.46,1.54,0.03
d2,Herbivore,Female,0.19,60.41,34.39,2.54,1.45,1.27,0.56,0.46,1,0.03
f2,Herbivore,Female,0.34,34.9,16.41,1.05,1.45,1.27,0.39,0.19,1.58,0.03
d6,Herbivore,Female,0.45,34.9,40.63,2.54,1.45,2.66,0.56,0.46,1.09,0.03
d2,Herbivore,Female,0.34,54.75,16.41,1.05,1.45,1.27,0.39,0.3,1.58,0.03
e6,Herbivore,Female,0.34,54.75,16.41,1.05,1.6,1.27,0.39,0.3,1.43,0.03
e2,Herbivore,Female,0.45,34.9,32.14,1.05,1.45,1.27,0.62,0.46,1.54,0.03
f6,Herbivore,Female,0.09,54.75,16.41,1.05,2.07,1.27,0.39,0.3,1.54,0.03
f2,Herbivore,Female,0.45,36.31,32.14,1.48,1.45,1.76,0.62,0.64,1.54,0.03
f6,Herbivore,Female,0.09,54.75,20.79,1.05,2.07,2.48,0.57,0.46,1.54,0.03
i3,Herbivore,Male,0.93,51.65,16.84,2.13,2.76,2.23,0.67,0.52,0.65,0.03
e2,Herbivore,Female,0.16,54.75,16.41,1.05,1.62,1.27,0.52,0.3,0.65,0.03
h6,Herbivore,Female,0.09,59.62,34.39,2.54,1.42,1.27,0.56,0.46,1.54,0.03
i2,Herbivore,Male,0.69,54.75,16.41,1.05,1.62,1.27,0.52,0.3,1.53,0.03
c2,Herbivore,Male,0.84,36.31,34.39,2.54,1.45,1.27,0.56,0.46,1.54,0.03
g2,Herbivore,Male,0.69,97.85,16.41,2.29,2.69,1.27,0.31,0.67,1.53,0.03
e2,Herbivore,Female,0.2,51.65,16.84,2.13,2.76,2.23,0.17,0.53,0.65,0.03
j3,Herbivore,Male,0.93,51.65,16.84,2.44,2.76,1.07,0.67,0.52,0.65,0.03
g2,Herbivore,Female,0.2,31.58,35.92,1.5,1.04,2.96,0.4,0.31,0.65,0.03
f2,Herbivore,Female,0.2,31.58,35.92,1.5,1.04,2.96,0.4,0.31,0.65,0.03
g6,Herbivore,Female,0.09,67.42,34.39,2.54,1.42,1.27,0.56,0.46,1.54,0.03
g2,Herbivore,Female,0.2,44.52,35.92,1.5,1.04,1.19,0.4,0.31,0.65,0.03
j2,Herbivore,Female,0.2,44.52,35.92,1.5,1.04,1.87,0.11,0.31,0.65,0.03
e6,Herbivore,Female,0.09,80.57,21.45,2.54,1.42,2.96,0.4,0.31,1.12,0.03
e2,Herbivore,Female,0.2,44.52,12.27,1.5,1.04,2.96,0.15,0.31,0.65,0.03
g3,Herbivore,Female,0.37,51.65,10.6,1.85,2.76,1.07,0.09999999,0.52,0.65,0.03
i6,Herbivore,Female,0.09,80.57,21.45,2.54,1.42,1.27,0.56,0.46,1.54,0.03
j3,Herbivore,Female,0.37,51.65,10.6,1.85,2.76,1.28,0.09999999,0.52,0.65,0.03
e2,Herbivore,Female,0.18,31.58,35.92,1.5,1.04,2.96,0.4,0.31,0.65,0.03
g2,Herbivore,Female,0.18,31.58,35.92,1.5,2.31,2.96,0.4,0.31,1.54,0.03
g6,Herbivore,Female,0.09,80.57,21.45,2.54,1.42,2.96,0.15,0.31,0.65,0.03
c2,Herbivore,Female,0.05,58.2,12.27,1.71,2.31,2.96,0.39,0.31,1.54,0.03
f2,Herbivore,Male,0.58,59.62,34.39,2.65,2.95,1.27,0.56,0.46,1.54,0.03
f2,Herbivore,Female,0.18,31.58,35.92,1.5,2.31,2.96,0.39,0.31,1.54,0.03
i6,Herbivore,Female,0.09,58.2,12.27,2.1,2.23,2.96,0.11,0.31,1.54,0.03
h2,Herbivore,Female,0.05,58.2,12.27,1.71,2.31,0.74,0.39,0.52,0.65,0.03
f2,Herbivore,Male,0.96,58.2,23.77,1.71,2.31,0.74,0.39,0.52,1.48,0.03
f2,Herbivore,Female,0.37,58.2,30.84,1.71,2.31,1.28,0.09999999,0.52,0.65,0.03
d2,Herbivore,Female,0.37,58.2,30.84,1.85,2.76,1.28,0.09999999,0.65,0.65,0.03
e2,Herbivore,Female,0.37,58.2,30.84,1.85,2.49,1.28,0.09999999,0.52,0.65,0.03
f6,Herbivore,Female,0.09,18.3,10.6,1.33,2.76,1.28,0.09999999,0.52,0.65,0.03
e6,Herbivore,Female,0.09,18.3,10.6,1.33,2.76,1.28,0.09999999,0.45,0.65,0.03
e2,Herbivore,Female,0.37,58.2,30.84,1.85,2.49,1.28,0.56,0.46,1.54,0.03
h2,Herbivore,Male,0.81,31.58,35.7,1.5,2.31,2.96,0.56,0.46,1.54,0.03
d2,Herbivore,Female,0.37,58.2,30.84,1.85,2.49,1.77,0.56,0.46,1.54,0.03
h6,Herbivore,Female,0.09,18.3,10.6,1.19,2.55,1.27,0.15,0.23,1.54,0.03
g3,Herbivore,Female,0.19,51.65,10.6,1.85,2.76,1.28,0.56,0.46,1.54,0.03
j3,Herbivore,Female,0.26,54.72,10.6,1.85,2.76,1.28,0.34,0.46,1.54,0.03
f6,Herbivore,Female,0.09,18.3,35.7,1.5,2.06,2.55,0.56,0.46,1.54,0.03
g6,Herbivore,Female,0.09,18.3,35.7,1.5,2.06,2.55,0.56,0.46,1.54,0.03
f2,Herbivore,Male,0.81,31.58,35.7,1.5,1.16,2.6,0.12,0.46,1.54,0.03
k2,Herbivore,Female,0.37,58.2,30.84,1.85,2.49,1.77,0.56,0.46,1.54,0.03
f2,Herbivore,Male,0.56,58.2,30.84,1.85,2.49,1.77,0.12,0.69,1.33,0.03
g2,Herbivore,Male,0.56,12.65,30.84,2.54,1.16,2.6,0.12,0.46,1.54,0.03
e2,Herbivore,Male,0.81,31.58,24.44,1,1.16,2.6,0.12,0.46,1.54,0.03
d6,Herbivore,Male,0.81,31.58,24.44,1,1.16,2.6,0.12,0.52,1.54,0.03
f2,Herbivore,Male,0.56,12.65,30.84,2.54,1.45,1.27,0.56,0.46,1.07,0.03
i6,Herbivore,Male,0.81,31.58,8.54,1.55,1.16,2.6,0.12,0.46,1.54,0.03
f2,Herbivore,Male,0.56,12.65,30.84,2.54,1.6,1.27,0.45,0.46,1.54,0.03
e2,Herbivore,Male,0.58,59.62,34.39,2.65,2.95,2.37,0.56,0.46,1.54,0.03
g6,Herbivore,Male,0.58,59.62,34.39,2.54,2.57,1.27,0.56,0.46,1.54,0.03
g2,Herbivore,Male,0.56,12.65,30.84,1.27,1.6,1.27,0.45,0.46,1.33,0.03
e2,Herbivore,Male,0.56,12.65,30.84,1.85,2.76,1.28,0.34,0.46,1.54,0.03
h2,Herbivore,Male,0.56,59.62,17.05,2.65,2.26,2.37,0.56,0.46,1.54,0.03
e2,Herbivore,Female,0.37,59.62,17.05,2.65,2.26,2.37,0.56,0.46,1.54,0.03
h2,Herbivore,Male,0.58,59.62,8.72,2.65,2.95,2.37,0.56,0.46,1.54,0.03
i3,Herbivore,Female,0.26,54.72,34.27,2.73,2.95,2.37,0.56,0.46,0.9,0.03
f2,Herbivore,Male,0.58,59.62,8.72,2.65,2.95,2.37,0.56,0.46,1.54,0.03
j3,Herbivore,Male,0.58,50.19,38.68,2.65,2.95,2.37,0.56,0.46,1.54,0.03
g2,Herbivore,Male,0.76,59.62,17.05,1.44,2.26,2.37,0.56,0.46,1.54,0.03
g2,Herbivore,Male,0.58,59.62,8.72,2.65,2.46,2.37,0.56,0.46,1.16,0.03
f2,Herbivore,Male,0.76,59.62,34.39,2.54,1.62,2.47,0.56,0.51,1.54,0.03
c2,Herbivore,Male,0.76,59.62,34.39,2.54,2.46,2.37,0.56,0.46,1.16,0.03
g6,Herbivore,Male,0.69,87.97,33.86,2.15,2.57,1.27,0.56,0.46,1.54,0.03
h6,Herbivore,Male,0.69,87.97,33.86,2.15,2.57,1.27,0.52,0.46,1.59,0.03
i2,Herbivore,Male,0.61,59.62,34.39,2.9,2.46,2.37,0.39,0.46,1.5,0.03
g3,Herbivore,Male,0.58,50.19,38.68,2.65,2.95,2.37,0.32,0.46,1.5,0.03
h2,Herbivore,Male,0.61,59.62,34.39,2.65,2.46,2.37,0.56,0.46,1.16,0.03
d2,Herbivore,Male,0.61,24.77,34.39,2.65,2.46,0.71,0.56,0.46,1.49,0.03
f2,Herbivore,Male,0.61,24.77,34.39,2.65,1.32,2.37,0.32,0.46,1.5,0.03
f2,Herbivore,Male,0.58,59.62,34.39,2.54,1.45,1.27,0.56,0.46,1.54,0.03
e2,Herbivore,Female,0.27,19.3,34.39,2.65,1.32,2.37,0.32,0.5,1.5,0.03
g2,Herbivore,Male,0.57,19.3,34.39,2.65,1.32,2.37,0.32,0.68,1.5,0.03
f2,Herbivore,Male,0.57,19.3,34.39,2.65,1.32,2.37,0.32,0.47,1.5,0.03
f6,Herbivore,Male,0.69,87.97,38.68,2.65,2.95,2.37,0.32,0.46,1.5,0.03
g2,Herbivore,Male,0.58,59.62,8.72,2.18,2.46,2.37,0.56,0.46,1.16,0.03
e2,Herbivore,Male,0.57,73.9,49.97,2.65,1.32,2.37,0.32,0.69,1.5,0.03
g2,Herbivore,Male,0.58,59.62,8.13,2.18,2.46,1.06,0.56,0.16,1.16,0.03
f2,Herbivore,Male,0.58,59.62,8.13,2.18,2.11,1.06,0.56,0.16,1.16,0.03
j3,Herbivore,Male,0.58,50.19,38.68,2.65,2.01,2.37,0.32,0.69,1.5,0.03
i3,Herbivore,Male,0.58,73.9,49.97,2.65,1.32,2.37,0.32,0.59,1.5,0.03
g2,Herbivore,Male,0.57,73.9,49.97,2.65,1.32,2.37,0.32,0.35,0.87,0.03
f2,Herbivore,Male,0.57,73.9,43.38,2.65,1.45,1.27,0.56,0.46,1.54,0.03
e2,Herbivore,Female,0.44,59.62,8.13,2.18,2.11,2.17,0.56,0.16,1.16,0.03
f2,Herbivore,Male,0.57,73.9,49.66,2.65,1.45,2.69,0.56,0.46,1.54,0.03
f2,Herbivore,Male,0.58,52.16,34.39,2.54,2.64,1.14,0.56,0.46,1.54,0.03
c2,Herbivore,Male,0.57,73.9,49.66,2.65,1.21,2.49,0.32,0.59,0.55,0.03
f2,Herbivore,Male,0.73,59.62,22.59,2.18,1.21,2.49,0.32,0.59,0.55,0.03
f2,Herbivore,Male,0.57,73.9,49.66,2.65,1.21,2.49,0.32,0.59,0.55,0.03
f2,Herbivore,Male,0.57,73.9,19.86,2.65,1.21,2.49,0.32,0.59,0.58,0.03
g6,Herbivore,Female,0.33,73.9,49.97,1.61,1.32,2.8,0.32,0.59,1.5,0.03
j3,Herbivore,Male,0.58,73.9,49.97,2.61,1.32,2.37,0.32,0.59,0.55,0.03
f6,Herbivore,Female,0.33,73.9,49.97,1.61,1.21,2.49,0.32,0.47,1.71,0.03
h2,Herbivore,Male,0.57,73.9,19.86,2.61,1.32,2.37,0.6,0.5,1.53,0.03
j3,Herbivore,Male,0.58,73.9,34.39,2.54,2.64,1.67,0.49,0.46,1.54,0.03
e2,Herbivore,Male,0.57,96.54,19.86,2.61,1.72,2.37,0.65,0.5,1.53,0.03
f2,Herbivore,Male,0.57,96.54,19.86,2.61,1.72,2.37,0.65,0.5,1.53,0.03
i2,Herbivore,Male,0.57,96.54,19.86,2.61,1.72,2.49,0.32,0.59,0.55,0.03
e6,Herbivore,Female,0.28,73.9,49.97,1.61,1.21,2.49,0.35,0.61,1.71,0.03
f2,Herbivore,Male,0.87,96.54,19.86,2.61,2.22,2.49,0.32,0.59,0.55,0.03
g2,Herbivore,Male,0.73,18.81,22.59,2.89,1.21,1.24,0.32,0.59,0.55,0.03
j3,Herbivore,Female,0.44,73.9,34.39,2.54,2.64,1.67,0.32,0.59,0.55,0.03
e2,Herbivore,Male,0.73,18.81,22.59,2.89,1.21,1.24,0.43,0.59,0.55,0.03
d6,Herbivore,Male,0.87,96.54,19.86,2.61,2.22,0.7,0.5,0.62,0.55,0.03
d2,Herbivore,Female,0.06,96.54,19.86,2.61,2.22,2.8,0.32,0.62,0.55,0.03
f2,Herbivore,Female,0.06,96.54,19.86,2.61,2.22,2.8,0.27,0.62,1.38,0.03
g2,Herbivore,Male,0.9,96.54,19.86,2.61,2.22,2.8,0.27,0.62,1.35,0.03
f2,Herbivore,Male,0.9,96.54,19.86,1.28,2.22,2.86,0.27,0.62,1.35,0.03
i3,Herbivore,Male,0.87,96.54,19.86,2.61,2.22,0.7,0.5,0.62,0.55,0.03
g2,Herbivore,Male,0.9,18.81,22.59,2.89,1.21,1.24,0.29,0.59,0.55,0.03
e2,Herbivore,Male,0.9,18.81,22.59,1.23,1.57,1.24,0.29,0.59,0.55,0.03
h6,Herbivore,Female,0.42,96.54,19.86,2.61,2.22,2.86,0.17,0.46,1.54,0.03
g2,Herbivore,Male,0.9,18.81,22.59,1.23,1.57,1.24,0.18,0.19,0.69,0.03
c2,Herbivore,Male,0.9,35.24,22.59,1.23,1.57,1.24,0.29,0.59,0.55,0.03
g6,Herbivore,Female,0.42,96.54,22.59,1.23,1.57,1.24,0.29,0.23,0.55,0.03
j3,Herbivore,Female,0.28,49.53,22.59,1.23,2.26,2.75,0.18,0.19,0.69,0.03
f2,Herbivore,Male,0.9,35.24,22.59,1.23,1.57,1.24,0.65,0.19,0.69,0.03
j3,Herbivore,Female,0.28,49.53,22.59,1.23,1.08,1.08,0.65,0.19,0.69,0.03
f2,Herbivore,Male,0.9,21.37,22.59,1.23,1.57,0.67,0.65,0.19,0.69,0.03
f6,Herbivore,Female,0.42,96.54,22.59,1.23,1.57,1.24,0.29,0.23,0.55,0.03
e6,Herbivore,Female,0.42,96.54,22.59,1.23,1.57,2.83,0.65,0.19,0.69,0.03
d6,Herbivore,Female,0.42,19.96,47.57,1.23,1.22,2.83,0.65,0.19,0.69,0.03
g6,Herbivore,Female,0.42,22.36,22.59,1.23,1.57,1.24,0.65,0.19,1.45,0.03
f2,Herbivore,Male,0.9,48.27,22.59,1.23,1.57,1.24,0.49,0.19,1.54,0.03
j3,Herbivore,Female,0.28,49.53,22.59,1.23,1.57,2.59,0.65,0.19,0.69,0.03
k3,Herbivore,Female,0.28,49.53,22.59,1.23,1.57,1.24,0.49,0.19,1.54,0.03
h6,Herbivore,Female,0.42,22.36,22.59,1.23,1.57,1.01,0.65,0.19,1.34,0.03
e2,Herbivore,Male,0.9,48.27,22.59,1.59,1.57,1.24,0.6,0.19,1.54,0.03
f2,Herbivore,Female,0.28,49.53,49.95,1.23,1.57,1.24,0.49,0.26,1.54,0.03
f2,Herbivore,Male,0.9,48.27,18.15,1.59,1.57,2.86,0.6,0.19,1.54,0.03
e2,Herbivore,Female,0.28,49.53,49.95,1.23,1.57,2.21,0.6,0.19,1.57,0.03
f2,Herbivore,Male,0.9,48.27,22.59,1.23,1.57,1.01,0.65,0.19,1.34,0.03
h6,Herbivore,Female,0.42,22.36,22.59,1.71,2.11,1.01,0.65,0.29,1.34,0.03
g2,Herbivore,Male,0.9,48.27,22.59,1.23,1.57,1.58,0.44,0.19,1.34,0.03
g6,Herbivore,Female,0.42,22.36,37.32,1.71,1.45,1.27,0.56,0.46,0.57,0.03
i2,Herbivore,Male,0.9,48.27,16.97,1.23,1.57,1.58,0.44,0.19,0.51,0.03
g6,Herbivore,Female,0.42,22.36,37.32,1.12,1.57,2.21,0.6,0.19,1.57,0.03
d2,Herbivore,Male,0.8,30.58,43.53,1.23,1.53,1.58,0.39,0.19,0.51,0.03
i3,Herbivore,Male,0.8,30.58,43.53,1.23,1.53,2.3,0.39,0.65,0.51,0.03
f6,Herbivore,Male,0.76,22.36,37.32,1.12,1.57,2.21,0.34,0.33,0.51,0.03
k3,Herbivore,Male,0.8,26.97,43.53,1.08,1.53,0.82,0.39,0.19,0.51,0.03
f2,Herbivore,Male,0.9,21.37,43.2,1.31,1.57,1.3,0.34,0.33,0.51,0.03
f2,Herbivore,Male,0.8,30.58,43.53,1.55,1.32,1.58,0.64,0.47,0.51,0.03
g6,Herbivore,Female,0.3,22.36,37.32,1.41,1.57,2.21,0.34,0.33,0.51,0.03
e2,Herbivore,Male,0.8,44.08,43.53,1.55,1.32,1.58,0.69,0.47,0.51,0.03
j3,Herbivore,Male,0.8,26.97,43.53,1.08,1.41,0.82,0.28,0.19,0.51,0.03
e6,Herbivore,Female,0.3,22.36,37.32,1.33,1.57,2.21,0.34,0.33,0.51,0.03
g2,Herbivore,Male,0.8,44.08,43.53,1.65,1.32,1.58,0.69,0.47,1.14,0.03
j3,Herbivore,Male,0.8,26.97,17.05,1.65,1.32,1.58,0.69,0.47,0.61,0.03
d6,Herbivore,Male,0.9,83.21,43.2,1.31,1.57,2.23,0.34,0.33,1.51,0.03
c2,Herbivore,Male,0.8,44.08,43.53,1.65,1.32,1.58,0.69,0.47,1.14,0.03
f2,Herbivore,Male,0.8,44.08,43.53,1.65,1.32,2.88,0.69,0.47,0.61,0.03
g6,Herbivore,Male,0.9,83.21,43.2,1.31,1.57,2.23,0.34,0.23,0.52,0.03
g6,Herbivore,Male,0.9,83.21,29.93,1.31,1.57,2.23,0.34,0.47,0.61,0.03
h6,Herbivore,Male,0.9,94.92,29.93,1.31,1.57,2.23,0.69,0.47,0.61,0.03
h6,Herbivore,Male,0.9,94.92,29.93,2.51,1.57,2.23,0.69,0.47,0.61,0.03
h6,Herbivore,Male,0.9,71.58,29.93,1.64,1.32,2.88,0.29,0.47,0.61,0.03
g6,Herbivore,Male,0.9,71.58,29.93,1.64,1.32,2.88,0.69,0.47,0.61,0.03
i2,Herbivore,Male,0.8,44.08,43.53,2.76,1.82,0.69,0.49,0.47,0.61,0.03
k3,Herbivore,Male,0.8,44.08,43.53,2.76,1.82,1.95,0.52,0.47,0.61,0.03
f6,Herbivore,Male,0.69,71.58,46.52,1.64,1.57,1.72,0.69,0.33,0.51,0.03
i3,Herbivore,Male,0.8,44.08,43.53,2.76,1.31,1.95,0.52,0.47,1.57,0.03
i6,Herbivore,Male,0.69,87.09,46.52,1.64,1.92,0.81,0.49,0.3,1.49,0.03
f2,Herbivore,Male,0.8,44.08,43.53,2.76,1.82,2.88,0.14,0.47,1.59,0.03
e2,Herbivore,Male,0.8,44.08,40.85,2.76,1.82,0.8,0.6,0.19,1.57,0.03
e6,Herbivore,Male,0.91,87.09,14.9,1.31,1.57,2.13,0.34,0.33,0.51,0.03
f2,Herbivore,Female,0.28,85.53,49.95,1.23,1.57,2.21,0.6,0.19,1.57,0.03
g2,Herbivore,Female,0.28,85.53,49.95,2.78,1.57,2.21,0.38,0.19,1.57,0.03
g2,Herbivore,Male,0.8,44.08,40.85,2.8,1.82,0.8,0.34,0.19,1.57,0.03
j3,Herbivore,Male,0.91,44.08,15.98,2.8,1.82,0.8,0.15,0.63,1.95,0.03
f6,Herbivore,Male,0.91,87.09,23.63,1.31,1.57,2.39,0.34,0.33,0.51,0.03
e6,Herbivore,Male,0.91,87.09,23.63,1.31,1.57,2.39,0.34,0.19,1.57,0.03
