Time,SumPopulation,HerbPopulation,CarnPopulation,OmniPopulation,FPS
3278,99,99,0,0,32
3279,95,95,0,0,34
3280,95,95,0,0,32
3281,94,94,0,0,34
3282,95,95,0,0,34
3283,95,95,0,0,31
3284,97,97,0,0,33
3285,97,97,0,0,33
3286,97,97,0,0,34
3287,96,96,0,0,34
3288,96,96,0,0,34
3289,95,95,0,0,33
3290,95,95,0,0,33
3291,93,93,0,0,33
3292,93,93,0,0,32
3293,93,93,0,0,34
3294,93,93,0,0,33
3295,91,91,0,0,34
3296,93,93,0,0,34
3297,91,91,0,0,34
3298,88,88,0,0,34
3299,88,88,0,0,35
3300,88,88,0,0,36
3301,88,88,0,0,31
3302,86,86,0,0,31
3303,86,86,0,0,35
3304,86,86,0,0,36
3305,85,85,0,0,35
3306,85,85,0,0,35
3307,84,84,0,0,35
3308,83,83,0,0,35
3309,83,83,0,0,34
3310,83,83,0,0,36
3311,84,84,0,0,34
3312,83,83,0,0,36
3313,82,82,0,0,33
3314,82,82,0,0,36
3315,82,82,0,0,35
3316,81,81,0,0,32
3317,80,80,0,0,36
3318,79,79,0,0,37
3319,78,78,0,0,37
3320,78,78,0,0,38
3321,78,78,0,0,36
3322,77,77,0,0,36
3323,77,77,0,0,37
3324,77,77,0,0,36
3325,77,77,0,0,37
3326,78,78,0,0,36
3327,80,80,0,0,35
3328,80,80,0,0,36
3329,80,80,0,0,36
3330,81,81,0,0,35
3331,81,81,0,0,36
3332,81,81,0,0,37
3333,80,80,0,0,37
3334,79,79,0,0,37
3335,79,79,0,0,37
3336,79,79,0,0,35
3337,78,78,0,0,35
3338,77,77,0,0,36
3339,77,77,0,0,36
3340,75,75,0,0,38
3341,74,74,0,0,38
3342,73,73,0,0,37
3343,74,74,0,0,37
3344,74,74,0,0,37
3345,74,74,0,0,36
3346,74,74,0,0,36
3347,75,75,0,0,34
3348,74,74,0,0,38
3349,74,74,0,0,37
3350,74,74,0,0,38
3351,71,71,0,0,37
3352,71,71,0,0,38
3353,71,71,0,0,38
3354,71,71,0,0,37
3355,73,73,0,0,38
3356,73,73,0,0,38
3357,72,72,0,0,37
3358,74,74,0,0,38
3359,73,73,0,0,38
3360,73,73,0,0,38
3361,74,74,0,0,37
3362,74,74,0,0,36
3363,74,74,0,0,24
3364,74,74,0,0,37
3365,73,73,0,0,38
3366,73,73,0,0,38
3367,71,71,0,0,37
3368,72,72,0,0,38
3369,73,73,0,0,37
3370,72,72,0,0,38
3371,71,71,0,0,37
3372,70,70,0,0,39
3373,68,68,0,0,38
3374,68,68,0,0,39
3375,68,68,0,0,38
3376,68,68,0,0,39
3377,68,68,0,0,40
3378,67,67,0,0,38
3379,66,66,0,0,39
3380,66,66,0,0,35
3381,68,68,0,0,38
3382,68,68,0,0,39
3383,69,69,0,0,38
3384,68,68,0,0,38
3385,68,68,0,0,38
3386,68,68,0,0,39
3387,68,68,0,0,39
3388,68,68,0,0,39
3389,68,68,0,0,39
3390,70,70,0,0,38
3391,70,70,0,0,37
3392,70,70,0,0,38
3393,70,70,0,0,38
3394,69,69,0,0,38
3395,68,68,0,0,38
3396,68,68,0,0,39
3397,68,68,0,0,38
3398,67,67,0,0,38
3399,68,68,0,0,38
3400,68,68,0,0,39
3401,67,67,0,0,39
3402,67,67,0,0,39
3403,66,66,0,0,40
3404,66,66,0,0,40
3405,67,67,0,0,39
3406,68,68,0,0,38
3407,67,67,0,0,39
3408,65,65,0,0,38
3409,66,66,0,0,39
3410,66,66,0,0,39
3411,67,67,0,0,39
3412,68,68,0,0,36
3413,68,68,0,0,36
3414,69,69,0,0,38
3415,69,69,0,0,38
3416,68,68,0,0,39
3417,68,68,0,0,35
3418,69,69,0,0,36
3419,70,70,0,0,34
3420,69,69,0,0,35
3421,69,69,0,0,34
3422,69,69,0,0,33
3423,69,69,0,0,35
3424,70,70,0,0,39
3425,71,71,0,0,38
3426,71,71,0,0,38
3427,71,71,0,0,38
3428,72,72,0,0,38
3429,71,71,0,0,38
3430,71,71,0,0,38
3431,71,71,0,0,37
3432,71,71,0,0,38
3433,71,71,0,0,37
3434,71,71,0,0,38
3435,69,69,0,0,39
3436,69,69,0,0,38
3437,70,70,0,0,38
3438,70,70,0,0,28
3439,70,70,0,0,27
3440,70,70,0,0,36
3441,70,70,0,0,20
3442,68,68,0,0,35
3443,68,68,0,0,27
3444,68,68,0,0,35
3445,70,70,0,0,29
3446,70,70,0,0,34
3447,70,70,0,0,35
3448,70,70,0,0,32
3449,71,71,0,0,36
3450,70,70,0,0,26
3451,69,69,0,0,28
3452,70,70,0,0,37
3453,70,70,0,0,36
3454,70,70,0,0,34
3455,71,71,0,0,34
3456,71,71,0,0,37
3457,71,71,0,0,16
3458,71,71,0,0,36
3459,72,72,0,0,36
3460,72,72,0,0,37
3461,70,70,0,0,36
3462,70,70,0,0,36
3463,70,70,0,0,37
3464,69,69,0,0,34
3465,69,69,0,0,37
3466,69,69,0,0,36
3467,68,68,0,0,37
3468,68,68,0,0,36
3469,67,67,0,0,36
3470,66,66,0,0,36
3471,66,66,0,0,37
3472,66,66,0,0,36
3473,66,66,0,0,36
3474,67,67,0,0,36
3475,67,67,0,0,37
3476,67,67,0,0,36
3477,67,67,0,0,37
3478,68,68,0,0,35
3479,69,69,0,0,36
3480,68,68,0,0,35
3481,69,69,0,0,33
3482,70,70,0,0,35
3483,70,70,0,0,34
3484,70,70,0,0,35
3485,70,70,0,0,36
3486,73,73,0,0,33
3487,73,73,0,0,35
3488,73,73,0,0,34
3489,73,73,0,0,36
3490,74,74,0,0,36
3491,73,73,0,0,36
3492,72,72,0,0,36
3493,74,74,0,0,36
3494,73,73,0,0,37
3495,73,73,0,0,35
3496,73,73,0,0,36
3497,74,74,0,0,35
3498,75,75,0,0,36
3499,75,75,0,0,36
3500,75,75,0,0,35
3501,74,74,0,0,36
3502,74,74,0,0,36
3503,74,74,0,0,35
3504,72,72,0,0,36
3505,72,72,0,0,33
3506,71,71,0,0,35
3507,71,71,0,0,36
3508,69,69,0,0,36
3509,69,69,0,0,36
3510,69,69,0,0,37
3511,69,69,0,0,37
3512,69,69,0,0,35
3513,69,69,0,0,36
3514,70,70,0,0,29
3515,70,70,0,0,36
3516,70,70,0,0,35
3517,72,72,0,0,36
3518,77,77,0,0,33
3519,77,77,0,0,35
3520,77,77,0,0,34
3521,77,77,0,0,34
3522,77,77,0,0,33
3523,77,77,0,0,36
3524,78,78,0,0,34
3525,78,78,0,0,35
3526,77,77,0,0,35
3527,77,77,0,0,33
3528,77,77,0,0,34
3529,77,77,0,0,35
3530,76,76,0,0,35
3531,77,77,0,0,33
3532,76,76,0,0,35
3533,76,76,0,0,35
3534,74,74,0,0,34
3535,74,74,0,0,34
3536,73,73,0,0,35
3537,73,73,0,0,35
3538,72,72,0,0,36
3539,73,73,0,0,35
3540,73,73,0,0,35
3541,71,71,0,0,36
3542,71,71,0,0,32
3543,72,72,0,0,36
3544,72,72,0,0,35
3545,71,71,0,0,35
3546,70,70,0,0,36
3547,69,69,0,0,35
3548,69,69,0,0,32
3549,68,68,0,0,36
3550,69,69,0,0,35
3551,69,69,0,0,35
3552,69,69,0,0,35
3553,70,70,0,0,32
3554,71,71,0,0,35
3555,71,71,0,0,15
3556,71,71,0,0,35
3557,71,71,0,0,35
3558,71,71,0,0,36
3559,72,72,0,0,33
3560,73,73,0,0,34
3561,73,73,0,0,18
3562,73,73,0,0,35
3563,74,74,0,0,35
3564,74,74,0,0,35
3565,73,73,0,0,35
3566,70,70,0,0,37
3567,68,68,0,0,37
3568,67,67,0,0,34
3569,67,67,0,0,36
3570,70,70,0,0,33
3571,70,70,0,0,34
3572,70,70,0,0,36
3573,69,69,0,0,37
3574,69,69,0,0,35
3575,69,69,0,0,36
3576,70,70,0,0,36
3577,70,70,0,0,36
3578,70,70,0,0,32
3579,69,69,0,0,36
3580,70,70,0,0,36
3581,70,70,0,0,36
3582,70,70,0,0,35
3583,71,71,0,0,35
3584,71,71,0,0,36
3585,71,71,0,0,36
3586,71,71,0,0,36
3587,71,71,0,0,34
3588,71,71,0,0,36
3589,71,71,0,0,35
3590,70,70,0,0,36
3591,71,71,0,0,35
3592,71,71,0,0,36
3593,71,71,0,0,36
3594,71,71,0,0,36
3595,71,71,0,0,35
3596,71,71,0,0,19
3597,72,72,0,0,34
3598,74,74,0,0,34
3599,75,75,0,0,35
3600,75,75,0,0,34
3601,75,75,0,0,35
3602,74,74,0,0,35
3603,74,74,0,0,34
3604,73,73,0,0,36
3605,73,73,0,0,36
3606,74,74,0,0,35
3607,74,74,0,0,35
3608,72,72,0,0,34
3609,70,70,0,0,36
3610,71,71,0,0,36
3611,71,71,0,0,34
3612,69,69,0,0,36
3613,69,69,0,0,36
3614,70,70,0,0,35
3615,71,71,0,0,34
3616,70,70,0,0,36
3617,70,70,0,0,36
3618,70,70,0,0,36
3619,70,70,0,0,15
3620,70,70,0,0,36
3621,70,70,0,0,36
3622,70,70,0,0,35
3623,70,70,0,0,36
3624,69,69,0,0,35
3625,70,70,0,0,35
3626,70,70,0,0,35
3627,70,70,0,0,35
3628,70,70,0,0,37
3629,71,71,0,0,35
3630,71,71,0,0,17
3631,72,72,0,0,33
3632,70,70,0,0,35
3633,69,69,0,0,35
3634,70,70,0,0,35
3635,69,69,0,0,36
3636,68,68,0,0,35
3637,67,67,0,0,36
3638,68,68,0,0,36
3639,68,68,0,0,36
3640,67,67,0,0,36
3641,67,67,0,0,37
3642,67,67,0,0,29
3643,66,66,0,0,37
3644,66,66,0,0,37
3645,66,66,0,0,36
3646,65,65,0,0,36
3647,65,65,0,0,36
3648,64,64,0,0,36
3649,65,65,0,0,37
3650,65,65,0,0,37
3651,64,64,0,0,37
3652,64,64,0,0,36
3653,64,64,0,0,37
3654,64,64,0,0,37
3655,62,62,0,0,37
3656,62,62,0,0,37
3657,62,62,0,0,36
3658,63,63,0,0,36
3659,63,63,0,0,36
3660,64,64,0,0,37
3661,63,63,0,0,36
3662,63,63,0,0,37
3663,63,63,0,0,34
3664,62,62,0,0,36
3665,61,61,0,0,38
3666,59,59,0,0,37
3667,59,59,0,0,37
3668,59,59,0,0,38
3669,58,58,0,0,38
3670,56,56,0,0,39
3671,56,56,0,0,38
3672,55,55,0,0,39
3673,56,56,0,0,36
3674,55,55,0,0,38
3675,54,54,0,0,38
3676,54,54,0,0,39
3677,54,54,0,0,38
3678,54,54,0,0,39
3679,55,55,0,0,39
3680,56,56,0,0,39
3681,56,56,0,0,38
3682,56,56,0,0,39
3683,56,56,0,0,39
3684,56,56,0,0,39
3685,56,56,0,0,38
3686,57,57,0,0,20
3687,57,57,0,0,38
3688,56,56,0,0,39
3689,56,56,0,0,39
3690,56,56,0,0,39
3691,56,56,0,0,39
3692,56,56,0,0,38
3693,56,56,0,0,39
3694,56,56,0,0,39
3695,57,57,0,0,38
3696,57,57,0,0,38
3697,58,58,0,0,37
3698,59,59,0,0,36
3699,60,60,0,0,38
3700,60,60,0,0,38
3701,60,60,0,0,38
3702,60,60,0,0,37
3703,60,60,0,0,37
3704,60,60,0,0,37
3705,60,60,0,0,37
3706,60,60,0,0,34
3707,60,60,0,0,37
3708,60,60,0,0,37
3709,60,60,0,0,36
3710,60,60,0,0,38
3711,60,60,0,0,37
3712,60,60,0,0,36
3713,60,60,0,0,37
3714,60,60,0,0,38
3715,60,60,0,0,36
3716,61,61,0,0,37
3717,61,61,0,0,36
3718,59,59,0,0,38
3719,59,59,0,0,38
3720,59,59,0,0,37
3721,61,61,0,0,34
3722,61,61,0,0,37
3723,61,61,0,0,37
3724,62,62,0,0,34
3725,62,62,0,0,34
3726,61,61,0,0,32
3727,61,61,0,0,35
3728,61,61,0,0,32
3729,61,61,0,0,33
3730,61,61,0,0,33
3731,60,60,0,0,34
3732,60,60,0,0,37
3733,60,60,0,0,37
3734,60,60,0,0,26
